brand,model,weight_g,price_EUR,img_url,length_mm,width_mm,thickness_mm,display_size_pixels,internal_memory_GB,primary_camera_MP,secondary_camera_MP,battery_mAh,is_removable,screen_to_body_ratio,cpu_speed,ram_size,technology_type,color_support,additional_features
Samsung,Galaxy S6 edge+,153,530,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6-edge-plus.jpg,154.4,75.8,6.9,1440 x 2560,64.0,16,5.0,3000.0,0,75.6,2.1,4.0,Super AMOLED,16M,[]
Samsung,Galaxy S6 edge+ Duos,153,530,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6-edge-plus.jpg,154.4,75.8,6.9,1440 x 2560,64.0,16,5.0,3000.0,0,76.5,2.1,4.0,Super AMOLED,16M,[]
Samsung,Galaxy S5 Neo,145,350,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-neo.jpg,142.0,72.5,8.1,1080 x 1920,16.0,16,5.0,2800.0,1,69.6,1.6,2.0,Super AMOLED,16M,[]
Samsung,Galaxy S4 mini I9195I,107,190,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s4-mini-plus-gt-i9195i.jpg,124.6,61.3,8.9,540 x 960,8.0,8,9.0,1900.0,1,66.7,1.2,1.5,Super AMOLED,16M,[]
Samsung,Galaxy Tab S2 9.7,389,520,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s2-97.jpg,237.3,169.0,5.6,1536 x 2048,64.0,8,1.0,5870.0,0,72.7,1.9,3.0,Super AMOLED,16M,[]
Samsung,Galaxy Tab S2 8.0,265,440,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s2-80r1.jpg,198.6,134.8,5.6,1536 x 2048,64.0,8,1.0,4000.0,0,74.0,1.9,3.0,Super AMOLED,16M,[]
Samsung,Galaxy A8 Duos,151,380,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a8-ds.jpg,158.0,76.8,5.9,1080 x 1920,32.0,16,5.0,3050.0,0,73.8,1.8,2.0,Super AMOLED,16M,[]
Samsung,Galaxy A8,151,350,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a8-.jpg,158.0,76.8,5.9,1080 x 1920,32.0,16,5.0,3050.0,0,73.8,1.8,2.0,Super AMOLED,16M,[]
Samsung,Galaxy J7,171,250,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-j700f.jpg,152.2,78.7,7.5,720 x 1280,16.0,13,5.0,3000.0,1,69.6,1.4,1.5,Super AMOLED,16M,[]
Samsung,Galaxy J5,146,160,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j5-sm-j500f.jpg,142.1,71.8,7.9,720 x 1280,16.0,13,5.0,2600.0,1,67.5,1.2,1.5,Super AMOLED,16M,[]
Samsung,Galaxy Tab 4 10.1 (2015),487,280,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-4-101-2015.jpg,243.4,176.4,7.9,1280 x 800,16.0,15,3.0,6800.0,0,68.9,1.2,1.5,TFT,16M,[]
Samsung,Galaxy S6 active,170,380,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6-active.jpg,146.8,73.4,8.6,1440 x 2560,64.0,16,5.0,3500.0,0,66.5,2.1,3.0,Super AMOLED,16M,[]
Samsung,Galaxy Xcover 3,154,220,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-xcover-3-new.jpg,132.9,70.1,10.0,480 x 800,8.0,5,2.0,2200.0,1,61.9,1.2,1.5,PLS,16M,[]
Samsung,Galaxy S6 edge (USA),132,600,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6-edge-cdma.jpg,142.0,70.1,7.1,1440 x 2560,128.0,16,5.0,2600.0,0,72.0,2.1,3.0,Super AMOLED,16M,[]
Samsung,Galaxy S6 (USA),140,410,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6-cdma.jpg,143.5,70.6,6.9,1440 x 2560,128.0,16,5.0,2550.0,0,70.8,2.1,3.0,Super AMOLED,16M,[]
Samsung,Galaxy S6 edge,132,420,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6-edge.jpg,142.1,70.1,7.0,1440 x 2560,128.0,16,5.0,2600.0,0,71.7,2.1,3.0,Super AMOLED,16M,[]
Samsung,Galaxy S6 Duos,138,400,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6.jpg,143.4,70.5,6.8,1440 x 2560,128.0,16,5.0,2550.0,0,70.9,2.1,3.0,Super AMOLED,16M,[]
Samsung,Galaxy S6,138,400,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6.jpg,143.4,70.5,6.8,1440 x 2560,128.0,16,5.0,2550.0,0,70.7,2.1,3.0,Super AMOLED,16M,[]
Samsung,Galaxy J1,122,110,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j1-sm-j100h1.jpg,129.0,68.2,8.9,480 x 800,4.0,5,2.0,1850.0,1,59.8,1.2,524288.0,TFT,16M,[]
Samsung,Galaxy J2,129,150,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j2.jpg,136.5,69.0,8.4,540 x 960,8.0,5,2.0,2000.0,1,64.7,1.3,1.0,Super AMOLED,16M,[]
Samsung,Galaxy Tab 3 Lite 7.0 VE,310,120,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-3-lite.jpg,193.4,116.4,9.7,600 x 1024,8.0,2,,3600.0,0,61.3,1.3,1.0,TFT,16M,[]
Samsung,Z1,112,80,http://cdn2.gsmarena.com/vv/bigpic/samsung-z-1.jpg,120.4,63.2,9.7,480 x 800,4.0,15,,1500.0,1,59.8,1.2,786432.0,PLS,16M,[]
Samsung,Galaxy A7 Duos,141,300,http://cdn2.gsmarena.com/vv/bigpic/samsung-a7.jpg,151.0,76.2,6.3,1080 x 1920,16.0,13,5.0,2600.0,0,72.5,1.5,2.0,Super AMOLED,16M,[]
Samsung,Galaxy A7,141,300,http://cdn2.gsmarena.com/vv/bigpic/samsung-a7.jpg,151.0,76.2,6.3,1080 x 1920,16.0,13,5.0,2600.0,0,72.5,1.5,2.0,Super AMOLED,16M,[]
Samsung,Galaxy Grand Max,161,260,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-grand-max.jpg,146.0,74.8,7.9,720 x 1280,16.0,13,5.0,2500.0,1,68.6,1.2,1.5,IPS LCD,16M,[]
Samsung,Galaxy E7,141,230,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-e7.jpg,151.3,77.2,7.3,720 x 1280,16.0,13,5.0,2950.0,0,71.4,1.2,2.0,Super AMOLED,16M,[]
Samsung,Galaxy Core Prime,130,150,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-core-prime.jpg,130.8,67.9,8.8,480 x 800,8.0,5,2.0,2000.0,1,64.9,1.2,1.0,,16M,[]
Samsung,Galaxy A5 Duos,123,290,http://cdn2.gsmarena.com/vv/bigpic/samsung-a5.jpg,139.3,69.7,6.7,720 x 1280,16.0,13,5.0,2300.0,0,71.0,1.2,2.0,Super AMOLED,16M,[]
Samsung,Galaxy A5,123,260,http://cdn2.gsmarena.com/vv/bigpic/samsung-a5.jpg,139.3,69.7,6.7,720 x 1280,16.0,13,5.0,2300.0,0,71.0,1.2,2.0,Super AMOLED,16M,[]
Samsung,Galaxy A3 Duos,110.3,230,http://cdn2.gsmarena.com/vv/bigpic/samsung-a3.jpg,130.1,65.5,6.9,540 x 960,16.0,8,5.0,1900.0,0,65.5,1.2,1.0,Super AMOLED,16M,[]
Samsung,Galaxy A3,110.3,190,http://cdn2.gsmarena.com/vv/bigpic/samsung-a3.jpg,130.1,65.5,6.9,540 x 960,16.0,8,5.0,1900.0,0,65.5,1.2,1.0,Super AMOLED,16M,[]
Samsung,Galaxy S5 Plus,145,380,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-g900f.jpg,142.0,72.5,8.1,1080 x 1920,32.0,16,2.0,2800.0,1,69.6,2.5,2.0,Super AMOLED,16M,[]
Samsung,Galaxy Pocket 2,107,100,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-pocket-2.jpg,109.9,60.8,11.7,240 x 320,4.0,2,,1200.0,1,50.5,1.0,524288.0,TFT,256K,[]
Samsung,Galaxy Grand Prime Duos TV,152,150,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-gran-prime-duos-tv-sm-g530bt.jpg,144.7,72.4,8.6,540 x 960,8.0,8,5.0,2600.0,1,65.8,1.2,1.0,TFT,16M,[]
Samsung,Galaxy Grand Prime,156,140,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-grand-prime-sm-g530h.jpg,144.8,72.1,8.6,540 x 960,8.0,8,5.0,2600.0,1,66.0,1.2,1.0,TFT,16M,[]
Samsung,Galaxy Ace Style LTE G357,126,200,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-ace-style-lte.jpg,128.9,65.8,9.1,480 x 800,8.0,5,3.0,1900.0,1,62.0,1.2,1.0,Super AMOLED,16M,[]
Samsung,Galaxy Note Edge,174,400,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-edge1.jpg,151.3,82.4,8.3,1600 x 2560,64.0,16,7.0,3000.0,1,77.2,2.7,3.0,Super AMOLED,16M,[]
Samsung,Galaxy Note 4 Duos,175,500,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-4-duos-sm-n9100.jpg,153.5,78.6,8.5,1440 x 2560,16.0,16,7.0,3000.0,1,74.2,2.7,3.0,Super AMOLED,16M,[]
Samsung,Galaxy Note 4 (USA),176,550,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-4-cdma.jpg,153.5,78.6,8.5,1440 x 2560,32.0,16,7.0,3220.0,1,73.4,2.7,3.0,Super AMOLED,16M,[]
Samsung,Galaxy Note 4,176,440,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-4-new.jpg,153.5,78.6,8.5,1440 x 2560,32.0,16,7.0,3220.0,1,73.4,2.7,3.0,Super AMOLED,16M,[]
Samsung,Galaxy Tab Active LTE,393,600,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-active.jpg,213.1,126.2,9.7,800 x 1280,16.0,15,2.0,4450.0,1,69.0,1.2,1.5,,16M,[]
Samsung,Galaxy Tab Active,393,500,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-active.jpg,213.1,126.2,9.7,800 x 1280,16.0,15,2.0,4450.0,1,69.0,1.2,1.5,,16M,[]
Samsung,Galaxy Mega 2,194,340,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-mega-2-r.jpg,163.6,84.9,8.6,720 x 1280,16.0,8,1.0,2800.0,1,71.5,1.5,1.5,,16M,[]
Samsung,Gear 2,68,230,http://cdn2.gsmarena.com/vv/bigpic/samsung-gear-2.jpg,58.4,36.9,10.0,320 x 320,4.0,2,,300.0,0,39.8,1.0,524288.0,Super AMOLED,16M,[]
Samsung,Galaxy S5 LTE-A G901F,145,390,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-g900f.jpg,142.0,72.5,8.1,1080 x 1920,32.0,16,2.0,2800.0,1,69.6,2.5,2.0,Super AMOLED,16M,[]
Samsung,Galaxy Alpha (S801),115,450,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-alpha.jpg,132.4,65.5,6.7,720 x 1280,32.0,12,1.0,1860.0,1,70.2,2.5,2.0,Super AMOLED,16M,[]
Samsung,Galaxy Alpha,115,390,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-alpha.jpg,132.4,65.5,6.7,720 x 1280,32.0,12,1.0,1860.0,1,70.2,1.8,2.0,Super AMOLED,16M,[]
Samsung,Galaxy Avant,136.9,160,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-avant.jpg,132.9,66.0,9.9,540 x 960,16.0,5,,2100.0,1,63.6,1.2,1.5,TFT,16M,[]
Samsung,Galaxy S5 mini,120,220,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-mini.jpg,131.1,64.8,9.1,720 x 1280,16.0,8,1.0,2100.0,1,65.7,1.4,1.5,Super AMOLED,16M,[]
Samsung,Galaxy S5 Sport,158,500,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-sport.jpg,144.0,74.0,8.9,1080 x 1920,16.0,16,2.0,2800.0,1,67.3,2.5,2.0,Super AMOLED,16M,[]
Samsung,Galaxy S5 LTE-A G906S,145,550,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-lte-a.jpg,142.0,72.5,8.1,1440 x 2560,32.0,16,2.0,2800.0,1,69.4,2.5,3.0,Super AMOLED,16M,[]
Samsung,Galaxy Tab S 8.4 LTE,298,370,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s-8.4.jpg,212.8,125.6,6.6,1600 x 2560,32.0,8,1.0,4900.0,0,76.5,2.3,3.0,Super AMOLED,16M,[]
Samsung,Galaxy Tab S 8.4,294,300,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s-8.4.jpg,212.8,125.6,6.6,1600 x 2560,32.0,8,1.0,4900.0,0,76.5,1.9,3.0,Super AMOLED,16M,[]
Samsung,Galaxy Tab S 10.5 LTE,467,440,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s-105.jpg,247.3,177.3,6.6,2560 x 1600,32.0,8,1.0,7900.0,0,72.9,2.3,3.0,Super AMOLED,16M,[]
Samsung,Galaxy Tab S 10.5,465,370,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s-105.jpg,247.3,177.3,6.6,2560 x 1600,32.0,8,1.0,7900.0,0,72.9,1.9,3.0,Super AMOLED,16M,[]
Samsung,I9301I Galaxy S3 Neo,132,270,http://cdn2.gsmarena.com/vv/bigpic/samsung-i9301l-galaxy-s3-neo.jpg,136.6,70.7,8.6,720 x 1280,16.0,8,9.0,2100.0,1,65.8,1.4,1.5,Super AMOLED,16M,[]
Samsung,Galaxy S5 Active,170.1,530,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-active.jpg,145.3,73.4,8.9,1080 x 1920,16.0,16,2.0,2800.0,1,67.2,2.5,2.0,Super AMOLED,16M,[]
Samsung,Galaxy K zoom,200,440,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-k-zoom-new.jpg,137.5,70.8,16.6,720 x 1280,8.0,7,2.0,2430.0,1,65.2,1.3,2.0,Super AMOLED,16M,[]
Samsung,I9300I Galaxy S3 Neo,132,300,http://cdn2.gsmarena.com/vv/bigpic/samsung-i9300l-galaxy-s3-neo.jpg,136.6,70.8,8.6,720 x 1280,16.0,8,9.0,2100.0,1,65.7,1.4,1.5,Super AMOLED,16M,[]
Samsung,Galaxy Tab 4 7.0 3G,276,240,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-4-70.jpg,186.9,107.9,9.0,800 x 1280,16.0,15,3.0,4000.0,0,70.5,1.2,1.5,TFT,16M,[]
Samsung,Galaxy Tab 4 7.0 LTE,276,280,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-4-70.jpg,186.9,107.9,9.0,800 x 1280,16.0,15,3.0,4000.0,0,70.5,1.2,1.5,TFT,16M,[]
Samsung,Galaxy Tab 4 8.0,320,270,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-4-80.jpg,210.0,124.0,8.0,800 x 1280,16.0,15,3.0,4450.0,0,71.3,1.2,1.5,TFT,16M,[]
Samsung,Galaxy Tab 4 10.1,487,270,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-4-101.jpg,243.4,176.4,8.0,1280 x 800,16.0,15,3.0,6800.0,0,68.9,1.2,1.5,TFT,16M,[]
Samsung,Galaxy S5 Duos,145,420,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-sm-g9009.jpg,142.0,72.5,8.1,1080 x 1920,16.0,16,2.0,2800.0,1,69.6,2.5,2.0,Super AMOLED,16M,[]
Samsung,Galaxy S5 (octa-core),145,380,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-g900f.jpg,142.0,72.5,8.1,1080 x 1920,32.0,16,2.0,2800.0,1,69.6,1.9,2.0,Super AMOLED,16M,[]
Samsung,Galaxy S5 (USA),144.9,480,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-cdma1.jpg,142.0,72.4,7.9,1080 x 1920,16.0,16,2.0,2800.0,1,69.7,2.5,2.0,Super AMOLED,16M,[]
Samsung,Galaxy S5,145,360,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-g900f.jpg,142.0,72.5,8.1,1080 x 1920,32.0,16,2.0,2800.0,1,69.6,2.5,2.0,Super AMOLED,16M,[]
Samsung,Galaxy Star Trios S5283,105,120,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-star-trios-s5283.jpg,106.0,61.0,11.0,240 x 320,4.0,2,,1300.0,1,47.2,1.0,524288.0,TFT,256K,[]
Samsung,Galaxy Note 3 Neo Duos,162.5,410,http://cdn2.gsmarena.com/vv/bigpic/-samsung-galaxy-note-3-neo-new1.jpg,148.4,77.4,8.6,720 x 1280,16.0,8,2.0,3100.0,1,72.6,1.6,2.0,Super AMOLED,16M,[]
Samsung,Galaxy Note 3 Neo,162.5,320,http://cdn2.gsmarena.com/vv/bigpic/-samsung-galaxy-note-3-neo-new1.jpg,148.4,77.4,8.6,720 x 1280,16.0,8,2.0,3100.0,1,72.6,1.3,2.0,Super AMOLED,16M,[]
Samsung,Galaxy Tab 3 Lite 7.0 3G,322,190,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-3-lite-3g.jpg,193.4,116.4,9.7,600 x 1024,8.0,2,,3600.0,0,61.3,1.2,1.0,TFT,16M,[]
Samsung,Galaxy Tab 3 Lite 7.0,310,150,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-3-lite.jpg,193.4,116.4,9.7,600 x 1024,8.0,2,,3600.0,0,61.3,1.2,1.0,TFT,16M,[]
Samsung,Galaxy Grand Neo,163,130,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-grand-neo.jpg,143.7,77.1,9.6,480 x 800,16.0,5,2.0,2100.0,1,64.5,1.2,1.0,TFT,16M,[]
Samsung,Galaxy Note Pro 12.2 LTE,753,670,http://cdn2.gsmarena.com/vv/bigpic/samsung-note-pro-122.jpg,295.6,204.0,8.0,2560 x 1600,64.0,8,2.0,9500.0,0,71.6,2.3,3.0,,16M,[]
Samsung,Galaxy Note Pro 12.2 3G,753,640,http://cdn2.gsmarena.com/vv/bigpic/samsung-note-pro-122.jpg,295.5,204.0,8.0,2560 x 1600,64.0,8,2.0,9500.0,0,71.6,1.9,3.0,,16M,[]
Samsung,Galaxy Note Pro 12.2,750,540,http://cdn2.gsmarena.com/vv/bigpic/samsung-note-pro-122.jpg,295.6,203.9,8.0,2560 x 1600,64.0,8,2.0,9500.0,0,71.6,1.9,3.0,,16M,[]
Samsung,Galaxy Tab Pro 12.2 LTE,740,500,http://cdn2.gsmarena.com/vv/bigpic/samsung-tab-pro-122.jpg,295.6,204.0,8.0,2560 x 1600,64.0,8,2.0,9500.0,0,71.6,2.3,3.0,,16M,[]
Samsung,Galaxy Tab Pro 12.2 3G,732,470,http://cdn2.gsmarena.com/vv/bigpic/samsung-tab-pro-122.jpg,295.6,204.0,8.0,2560 x 1600,64.0,8,2.0,9500.0,0,71.6,1.9,3.0,,16M,[]
Samsung,Galaxy Tab Pro 12.2,730.2,420,http://cdn2.gsmarena.com/vv/bigpic/samsung-tab-pro-122.jpg,295.4,203.7,7.9,2560 x 1600,64.0,8,2.0,9500.0,0,71.7,1.9,3.0,,16M,[]
Samsung,Galaxy Tab Pro 10.1 LTE,477,420,http://cdn2.gsmarena.com/vv/bigpic/samsung-tab-pro-101.jpg,243.1,171.4,7.3,2560 x 1600,32.0,8,2.0,8220.0,0,71.0,2.3,2.0,,16M,[]
Samsung,Galaxy Tab Pro 10.1,469,360,http://cdn2.gsmarena.com/vv/bigpic/samsung-tab-pro-101.jpg,243.1,171.4,7.3,2560 x 1600,32.0,8,2.0,8220.0,0,71.0,1.9,2.0,,16M,[]
Samsung,Galaxy Tab Pro 8.4 3G/LTE,335,420,http://cdn2.gsmarena.com/vv/bigpic/samsung-tab-pro-84.jpg,219.0,128.5,7.2,1600 x 2560,32.0,8,2.0,4800.0,0,72.7,2.3,2.0,,16M,[]
Samsung,Galaxy Tab Pro 8.4,331,290,http://cdn2.gsmarena.com/vv/bigpic/samsung-tab-pro-84.jpg,219.0,128.5,7.2,1600 x 2560,32.0,8,2.0,4800.0,0,72.7,2.3,2.0,,16M,[]
Samsung,Galaxy S4 Active LTE-A,147,410,http://cdn2.gsmarena.com/vv/bigpic/samsung-i9295-galaxy-s4-active-ofic.jpg,139.7,71.3,9.1,1080 x 1920,32.0,13,2.0,2600.0,1,69.2,2.3,2.0,TFT,16M,[]
Samsung,Galaxy J,146,450,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j.jpg,137.0,70.0,8.6,1080 x 1920,16.0,13,2.0,2600.0,1,71.9,2.3,3.0,Super AMOLED,16M,[]
Samsung,Galaxy S Duos 2 S7582,118,130,http://cdn2.gsmarena.com/vv/bigpic/Samsung-Galaxy-S-Duos-2-GT-S7582.jpg,121.5,63.1,10.6,480 x 800,4.0,5,,1500.0,1,59.4,1.2,786432.0,TFT,16M,[]
Samsung,Galaxy Grand 2,163,180,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-grand-2.jpg,146.8,75.3,8.9,720 x 1280,8.0,8,9.0,2600.0,1,68.7,1.2,1.5,TFT,16M,[]
Samsung,I9230 Galaxy Golden,179,590,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-golden.jpg,118.0,59.5,15.8,480 x 800,16.0,8,9.0,1820.0,1,55.5,1.7,1.5,Super AMOLED,16M,[]
Samsung,Galaxy Express 2,134.2,210,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-express-2-lte.jpg,132.4,65.7,9.8,540 x 960,8.0,5,,2100.0,1,64.2,1.7,1.5,TFT,16M,[]
Samsung,I9506 Galaxy S4,130,390,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-4-i9500-black-mist.jpg,136.6,69.8,7.9,1080 x 1920,32.0,13,2.0,2600.0,1,72.3,2.3,2.0,Super AMOLED,16M,[]
Samsung,Galaxy Round G910S,154,680,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-round.jpg,151.1,79.6,7.9,1080 x 1920,32.0,13,2.0,2800.0,1,74.5,2.3,3.0,AMOLED,16M,['Super Flexible AMOLED']
Samsung,Galaxy Note 10.1 (2014 Edition),540,370,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-101-2014-new.jpg,243.1,171.4,7.9,2560 x 1600,64.0,8,2.0,8220.0,0,71.0,2.3,3.0,,16M,[]
Samsung,Galaxy Note 3,168,420,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-3.jpg,151.2,79.2,8.3,1080 x 1920,64.0,13,2.0,3200.0,1,74.8,2.3,3.0,Super AMOLED,16M,[]
Samsung,Galaxy Prevail 2,130.4,140,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-prevail-2.jpg,122.0,63.5,12.7,480 x 800,4.0,5,3.0,1750.0,1,58.8,1.4,524288.0,,,[]
Samsung,Galaxy S4 zoom,208,280,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s4-zoom.jpg,125.5,63.5,15.4,540 x 960,8.0,16,9.0,2330.0,1,64.0,1.5,1.5,Super AMOLED,16M,[]
Samsung,Galaxy Ace 3,115,130,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-ace-3.jpg,121.2,62.7,9.8,480 x 800,4.0,5,,,1,59.9,1.0,1.0,TFT,16M,[]
Samsung,I9190 Galaxy S4 mini,107,230,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s4-mini-I9190-ofic.jpg,124.6,61.3,8.9,540 x 960,8.0,8,9.0,1900.0,1,66.7,1.7,1.5,Super AMOLED,16M,[]
Samsung,I9295 Galaxy S4 Active,153,310,http://cdn2.gsmarena.com/vv/bigpic/samsung-i9295-galaxy-s4-active-ofic.jpg,139.7,71.3,9.1,1080 x 1920,16.0,8,2.0,2600.0,1,69.2,1.9,2.0,TFT,16M,[]
Samsung,Galaxy Tab 3 8.0,314,270,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-3-80-ofic.jpg,209.8,123.8,7.4,800 x 1280,32.0,5,3.0,4450.0,0,71.4,1.5,1.5,TFT,16M,[]
Samsung,Galaxy Tab 3 10.1 P5220,510,290,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-3-101-p5200.jpg,243.1,176.1,8.0,1280 x 800,32.0,15,3.0,6800.0,0,69.1,1.6,1.0,TFT,16M,[]
Samsung,Galaxy Tab 3 10.1 P5200,510,330,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-3-101-p5200.jpg,243.1,176.1,8.0,1280 x 800,32.0,15,3.0,6800.0,0,69.1,1.6,1.0,TFT,16M,[]
Samsung,Galaxy Tab 3 10.1 P5210,510,260,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-3-101-p5200.jpg,243.1,176.1,8.0,1280 x 800,32.0,15,3.0,6800.0,0,69.1,1.6,1.0,TFT,16M,[]
Samsung,Galaxy Exhibit T599,119.1,90,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-exhibit-t599.jpg,121.4,62.5,10.4,480 x 800,4.0,5,9.0,1500.0,1,54.2,1.0,1.0,,16M,[]
Samsung,Galaxy Core I8260,124,160,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-core-gt-i8260.jpg,129.3,67.6,9.0,480 x 800,8.0,5,,1800.0,1,60.2,1.2,1.0,TFT,16M,[]
Samsung,Galaxy Tab 3 7.0 WiFi,302,140,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-3-70-wifi.jpg,188.0,111.1,9.9,600 x 1024,16.0,15,3.0,4000.0,0,66.0,1.2,1.0,TFT,16M,[]
Samsung,Galaxy Tab 3 7.0,306,150,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-3-70-3g.jpg,188.0,111.1,9.9,600 x 1024,16.0,15,3.0,4000.0,0,66.0,1.2,1.0,TFT,16M,[]
Samsung,Galaxy Mega 6.3 I9200,199,300,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-mega-6-3.jpg,167.6,88.0,8.0,720 x 1280,16.0,8,9.0,3200.0,1,74.2,1.7,1.5,,16M,['SC-LCD']
Samsung,Galaxy Win I8550,143.9,170,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-win-i8552.jpg,133.3,70.7,9.7,480 x 800,8.0,5,,2000.0,1,66.7,1.2,1.0,TFT,,[]
Samsung,Galaxy Star S5280,100.5,70,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-star-s5280.jpg,105.0,58.0,11.9,240 x 320,4.0,2,,1200.0,1,45.8,1.0,524288.0,TFT,65K,[]
Samsung,I9505 Galaxy S4,130,330,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-4-i9500-black-mist.jpg,136.6,69.8,7.9,1080 x 1920,64.0,13,2.0,2600.0,1,72.3,1.9,2.0,Super AMOLED,16M,[]
